chr	start	end	name	A1_reads	A2_reads	total_reads	allelic_score	allelic_ratio
chr18	83011179	83032019	Gm41795	29	6	35	4.233	0.83
chr18	83052797	83098988	LOC108168396	2	0	2	0	1
chr18	83292791	83325884	4921531P14Rik	1	0	1	0	1
chr18	83980607	84003622	Gm31792	8	3	11	0.946	0.73
chr18	84011626	84086562	Tshz1	111	115	226	-0.376	0.49
chr18	84087414	84097528	Zadh2	152	170	322	-0.765	0.47
chr18	84097625	84100872	Gm31854	1	2	3	0	0.33
chr18	84207700	84589539	Zfp407	138	144	282	-0.417	0.49
chr18	84610383	84650113	Cndp1	9	15	24	-0.813	0.38
chr18	84667464	84685702	Cndp2	143	144	287	-0.301	0.5
chr18	84719153	84754732	Fam69c	96	67	163	1.854	0.59
chr18	84851341	84879863	Cyb5a	195	255	450	-2.572	0.43
chr18	84934551	84981476	Fbxo15	124	118	242	0.427	0.51
chr18	84947293	84951531	Timm21	94	99	193	-0.413	0.49
chr18	86394200	86506721	Neto1	337	365	702	-0.812	0.48
chr18	86711051	86718285	Cbln2	138	117	255	0.978	0.54
chr18	88584502	88600046	Gm32489	1	0	1	0	1
chr18	88865168	88894350	Socs6	66	31	97	3.611	0.68
chr18	88971734	89131014	Rttn	39	45	84	-0.533	0.46
chr18	89176953	89272232	Cd226	6	6	12	-0.213	0.5
chr18	89301134	89769136	Dok6	59	83	142	-1.575	0.42
chr18	90510153	90543267	Tmx3	216	118	334	7.344	0.65
chr18	90579754	90593724	LOC108168395	26	17	43	0.955	0.6
chr19	3259075	3283010	Ighmbp2	13	16	29	-0.449	0.45
chr19	3282919	3292837	Mrpl21	5	4	9	0	0.56
chr19	3322324	3385735	Cpt1a	27	26	53	0.301	0.51
chr19	3373447	3378102	Gm36532	2	2	4	0	0.5
chr19	3409916	3414457	Gal	3	4	7	0	0.43
chr19	3454927	3575749	Ppp6r3	92	72	164	1.162	0.56
chr19	3584824	3686564	Lrp5	54	38	92	1.231	0.59
chr19	3708297	3717882	1810055G02Rik	94	96	190	-0.327	0.49
chr19	3712776	3744426	Gm36787	94	99	193	-0.413	0.49
chr19	3765975	3818303	Suv420h1	101	103	204	-0.326	0.5
chr19	3851584	3894369	Chka	264	248	512	0.596	0.52
chr19	3896049	3907133	Tcirg1	9	0	9	0	1
chr19	3908862	3912774	Ndufs8	311	294	605	0.589	0.51
chr19	3913490	3930860	Aldh3b1	24	4	28	4.046	0.86
chr19	3935185	3949340	Unc93b1	46	49	95	-0.378	0.48
chr19	3958731	3972419	Aldh3b3	2	1	3	0	0.67
chr19	3972327	3981665	Aldh3b2	1	3	4	0	0.25
chr19	3986569	3990007	Acy3	8	7	15	0.301	0.53
chr19	4000579	4002102	Nudt8	20	11	31	1.126	0.65
chr19	4003384	4007005	Doc2g	23	9	32	1.999	0.72
chr19	4007498	4012755	Ndufv1	565	489	1054	1.982	0.54
chr19	4035410	4037912	Gstp1	148	103	251	2.57	0.59
chr19	4040287	4042221	Gstp2	0	1	1	0	0
chr19	4067250	4071445	Gm42060	1	0	1	0	1
chr19	4081468	4087340	Cabp2	7	1	8	0	0.88
chr19	4096893	4099019	Cdk2ap2	68	54	122	0.922	0.56
chr19	4099997	4113965	Pitpnm1	1044	933	1977	2.176	0.53
chr19	4113755	4127234	Aip	255	222	477	1.146	0.53
chr19	4125959	4132307	Tmem134	87	74	161	0.764	0.54
chr19	4135422	4139723	Cabp4	4	4	8	0	0.5
chr19	4139798	4145741	Gpr152	2	0	2	0	1
chr19	4148611	4154035	Coro1b	168	192	360	-0.948	0.47
chr19	4154645	4156710	Ptprcap	5	10	15	-0.821	0.33
chr19	4156791	4163387	Rps6kb2	187	105	292	6.036	0.64
chr19	4164323	4175677	Carns1	97	90	187	0.481	0.52
chr19	4169565	4174287	LOC102631780	21	36	57	-1.504	0.37
chr19	4184356	4191195	Tbc1d10c	9	8	17	0.301	0.53
chr19	4192173	4195419	Ppp1ca	178	186	364	-0.447	0.49
chr19	4195195	4201640	Rad9a	67	43	110	1.856	0.61
chr19	4201705	4203240	Gm30082	13	47	60	-5.217	0.22
chr19	4212864	4257669	LOC102631992	72	65	137	0.517	0.53
chr19	4214237	4223505	Clcf1	11	12	23	-0.301	0.48
chr19	4214237	4233634	Clcf1-pold4	59	46	105	0.918	0.56
chr19	4231892	4233634	Pold4	45	30	75	1.278	0.6
chr19	4261667	4269180	Ssh3	136	72	208	5.269	0.65
chr19	4270179	4283137	Ankrd13d	220	206	426	0.578	0.52
chr19	4285998	4306222	Adrbk1	371	291	662	2.976	0.56
chr19	4316143	4398596	Kdm2a	62	52	114	0.7	0.54
chr19	4425456	4439424	Rhod	5	5	10	-0.205	0.5
chr19	4439322	4448325	A930001C03Rik	199	205	404	-0.396	0.49
chr19	4445907	4477143	Syt12	486	480	966	0.36	0.5
chr19	4510471	4621752	Pcx	194	153	347	1.801	0.56
chr19	4611783	4615667	Lrfn4	48	36	84	0.94	0.57
chr19	4622550	4625617	Rce1	23	15	38	0.893	0.61
chr19	4625733	4698776	Gm960	89	61	150	1.867	0.59
chr19	4711222	4752359	Sptbn2	2609	2409	5018	2.605	0.52
chr19	4711650	4720886	Gm42061	88	83	171	0.42	0.51
chr19	4752882	4765940	Rbm4b	226	231	457	-0.371	0.49
chr19	4784292	4811634	Gm21992	291	224	515	2.746	0.57
chr19	4784292	4794009	Rbm4	66	62	128	0.403	0.52
chr19	4800565	4811634	Rbm14	123	96	219	1.405	0.56
chr19	4825365	4839327	Ccs	171	119	290	2.872	0.59
chr19	4839365	4842528	Ccdc87	8	12	20	-0.599	0.4
chr19	4855128	4860912	Ctsf	216	208	424	0.435	0.51
chr19	4861215	4877909	Actn3	13	7	20	0.881	0.65
chr19	4878667	4885397	Zdhhc24	165	171	336	-0.406	0.49
chr19	4886877	4906627	Bbs1	392	227	619	10.776	0.63
chr19	4907228	4928287	Dpp3	245	237	482	0.426	0.51
chr19	4929716	4943127	Peli3	193	189	382	0.358	0.51
chr19	4962151	4966995	Mrpl11	159	175	334	-0.686	0.48
chr19	4984352	5001929	Npas4	81	85	166	-0.389	0.49
chr19	5017355	5021765	Gm42063	7	14	21	-1.024	0.33
chr19	5024005	5031972	Slc29a2	76	74	150	0.33	0.51
chr19	5037816	5038805	Gm30581	0	1	1	0	0
chr19	5038825	5041134	B4gat1	245	197	442	1.898	0.55
chr19	5041231	5049917	Brms1	11	12	23	-0.301	0.48
chr19	5050018	5057072	Rin1	106	123	229	-0.838	0.46
chr19	5068077	5070640	Cd248	3	1	4	0	0.75
chr19	5070829	5072120	Gm30627	6	4	10	0.424	0.6
chr19	5079336	5085477	Tmem151a	207	151	358	2.746	0.58
chr19	5088537	5092879	Yif1a	6	1	7	0	0.86
chr19	5092867	5098521	Cnih2	198	193	391	0.377	0.51
chr19	5099206	5106996	Rab1b	318	227	545	4.253	0.58
chr19	5107745	5118573	Klc2	89	68	157	1.259	0.57
chr19	5118843	5126127	Gm30840	1	0	1	0	1
chr19	5133684	5273119	Pacs1	112	66	178	3.456	0.63
chr19	5273920	5295457	Sf3b2	154	144	298	0.521	0.52
chr19	5298330	5308739	Gal3st3	102	66	168	2.472	0.61
chr19	5305872	5306997	Gm42064	26	8	34	2.833	0.76
chr19	5344704	5349574	Cst6	22	24	46	-0.355	0.48
chr19	5364632	5366876	Banf1	32	27	59	0.521	0.54
chr19	5366812	5371511	Eif1ad	116	131	247	-0.729	0.47
chr19	5377522	5389304	Sart1	183	183	366	-0.283	0.5
chr19	5388335	5390069	D330050I16Rik	23	30	53	-0.688	0.43
chr19	5390046	5402534	Tsga10ip	1	0	1	0	1
chr19	5406814	5422847	4930481A15Rik	31	4	35	5.761	0.89
chr19	5422803	5424979	Drap1	605	424	1029	8.033	0.59
chr19	5425143	5427317	AI837181	192	143	335	2.365	0.57
chr19	5447697	5455938	Fosl1	86	75	161	0.667	0.53
chr19	5453162	5457563	Ccdc85b	80	70	150	0.636	0.53
chr19	5460599	5465052	Fibp	118	94	212	1.244	0.56
chr19	5465042	5470389	Ctsw	10	12	22	-0.381	0.45
chr19	5473959	5481854	Efemp2	61	45	106	1.14	0.58
chr19	5482835	5488410	Mus81	72	83	155	-0.676	0.46
chr19	5490454	5494031	Cfl1	1430	862	2292	32.252	0.62
chr19	5495273	5510696	Snx32	289	247	536	1.418	0.54
chr19	5502766	5503787	1700020D05Rik	0	1	1	0	0
chr19	5510782	5550374	Gm31166	26	17	43	0.955	0.6
chr19	5549136	5560575	Ovol1	7	3	10	0.765	0.7
chr19	5560249	5571262	Ap5b1	28	17	45	1.17	0.62
chr19	5601872	5602959	Rnaseh2c	48	35	83	1.028	0.58
chr19	5603013	5610232	Kat5	296	247	543	1.707	0.55
chr19	5637439	5648131	Rela	91	107	198	-0.844	0.46
chr19	5651184	5663839	Sipa1	76	85	161	-0.578	0.47
chr19	5664634	5688908	Pcnx3	343	276	619	2.402	0.55
chr19	5688739	5702865	Map3k11	100	107	207	-0.471	0.48
chr19	5707368	5726461	Ehbp1l1	98	109	207	-0.613	0.47
chr19	5728086	5729666	Fam89b	42	68	110	-2.077	0.38
chr19	5730305	5731732	Sssca1	40	32	72	0.689	0.56
chr19	5740903	5758532	Ltbp3	528	301	829	14.85	0.64
chr19	5758421	5771414	Scyl1	208	189	397	0.737	0.52
chr19	5795689	5802671	Malat1	4760	4247	9007	7.468	0.53
chr19	5824707	5845480	Neat1	715	668	1383	0.966	0.52
chr19	5845656	5851372	Frmd8os	11	10	21	0.301	0.52
chr19	5850973	5875273	Frmd8	207	114	321	6.931	0.64
chr19	5877798	5885768	Slc25a45	25	27	52	-0.352	0.48
chr19	5891137	5895169	Tigd3	5	4	9	0	0.56
chr19	5896515	5912871	Dpf2	319	252	571	2.545	0.56
chr19	5912939	5914831	Gm42067	5	8	13	-0.537	0.38
chr19	5917555	5924816	Cdc42ep2	59	43	102	1.164	0.58
chr19	5940542	5964216	Pola2	73	37	110	3.415	0.66
chr19	5970233	5986143	Slc22a20	5	0	5	0	1
chr19	5970485	5984846	Gm31719	5	0	5	0	1
chr19	5988544	6015825	Capn1	175	161	336	0.621	0.52
chr19	6012619	6018459	Gm10814	39	43	82	-0.431	0.48
chr19	6046575	6053718	Syvn1	171	177	348	-0.404	0.49
chr19	6051333	6051392	Mir6988	0	2	2	0	0
chr19	6053629	6057751	Mrpl49	176	163	339	0.59	0.52
chr19	6057887	6059524	Fau	284	224	508	2.357	0.56
chr19	6061206	6062468	Znhit2	22	21	43	0.301	0.51
chr19	6062820	6067850	Tm7sf2	54	55	109	-0.301	0.5
chr19	6067841	6077187	Vps51	231	230	461	0.301	0.5
chr19	6077883	6080788	BC048609	1	1	2	0	0.5
chr19	6080756	6084939	Zfpl1	98	90	188	0.516	0.52
chr19	6085096	6091773	Cdca5	0	1	1	0	0
chr19	6105797	6115555	Naaladl1	6	12	18	-0.925	0.33
chr19	6116003	6118586	Sac3d1	89	59	148	2.075	0.6
chr19	6119398	6132563	Snx15	224	120	344	7.957	0.65
chr19	6134388	6141137	Arl2	405	377	782	0.777	0.52
chr19	6164390	6172476	Batf2	4	4	8	0	0.5
chr19	6184327	6225885	Majin	3	2	5	0	0.6
chr19	6226400	6227768	Gpha2	0	2	2	0	0
chr19	6227766	6235840	Ppp2r5b	647	729	1376	-1.839	0.47
chr19	6241663	6262304	Atg2a	368	321	689	1.4	0.53
chr19	6268793	6276607	LOC105246847	6	4	10	0.424	0.6
chr19	6276895	6300096	Ehd1	240	290	530	-1.78	0.45
chr19	6306456	6325653	Cdc42bpg	139	130	269	0.505	0.52
chr19	6334978	6340894	Men1	116	124	240	-0.487	0.48
chr19	6341116	6355619	Map4k2	690	419	1109	15.733	0.62
chr19	6355472	6363759	LOC102634533	28	26	54	0.351	0.52
chr19	6363278	6378038	Sf1	551	555	1106	-0.333	0.5
chr19	6384407	6398464	Pygm	155	117	272	1.909	0.57
chr19	6399007	6415216	Rasgrp2	159	160	319	-0.301	0.5
chr19	6409399	6418659	Gm14965	63	94	157	-2.087	0.4
chr19	6418737	6533217	Nrxn2	2474	2214	4688	4.112	0.53
chr19	6535853	6543070	Slc22a12	5	14	19	-1.498	0.26
chr19	6567125	6578552	Gm32245	1	4	5	0	0.2
chr19	6829083	6840989	Rps6ka4	237	170	407	3.282	0.58
chr19	6844622	6858333	Ccdc88b	30	26	56	0.463	0.54
chr19	6906818	6909645	Prdx5	3	5	8	0	0.38
chr19	6909697	6911028	Trmt112	142	77	219	5.177	0.65
chr19	6910976	6922048	Esrra	263	265	528	-0.316	0.5
chr19	6922425	6925380	Tex40	12	28	40	-2.081	0.3
chr19	6924865	6934772	Kcnk4	52	108	160	-5.248	0.32
chr19	6927165	6929518	LOC108168407	16	21	37	-0.592	0.43
chr19	6938061	6942450	Gpr137	133	79	212	3.896	0.63
chr19	6941860	6951905	Bad	141	83	224	4.19	0.63
chr19	6953705	6974321	Plcb3	75	72	147	0.362	0.51
chr19	6975047	6977324	Ppp1r14b	0	1	1	0	0
chr19	6977738	6980501	Fkbp2	40	12	52	4.195	0.77
chr19	6980527	6984168	Gm41803	189	202	391	-0.565	0.48
chr19	6982471	6987651	Vegfb	192	202	394	-0.488	0.49
chr19	6987910	6992697	Dnajc4	73	86	159	-0.768	0.46
chr19	6992673	6993046	Gm35838	1	1	2	0	0.5
chr19	6993018	6996115	Nudt22	16	26	42	-1.086	0.38
chr19	6996130	6999048	Trpt1	27	41	68	-1.243	0.4
chr19	6998957	7019469	Fermt3	19	14	33	0.614	0.58
chr19	7020695	7040026	Stip1	525	523	1048	0.312	0.5
chr19	7056712	7198062	Macrod1	373	324	697	1.462	0.54
chr19	7084709	7090741	5730409K12Rik	102	105	207	-0.352	0.49
chr19	7087463	7166030	Flrt1	293	249	542	1.49	0.54
chr19	7131505	7136039	Gm38621	2	2	4	0	0.5
chr19	7198205	7206284	Otub1	256	190	446	2.989	0.57
chr19	7215157	7217616	Cox8a	1163	794	1957	16.442	0.59
chr19	7225667	7241222	Naa40	160	119	279	2.084	0.57
chr19	7267393	7275225	Rcor2	5	3	8	0	0.62
chr19	7275395	7341867	Mark2	218	185	403	1.256	0.54
chr19	7297653	7304361	LOC102639888	2	0	2	0	1
chr19	7356462	7383051	AI846148	272	256	528	0.59	0.52
chr19	7370338	7372580	LOC108168408	9	21	30	-1.67	0.3
chr19	7417624	7425904	2700081O15Rik	120	111	231	0.524	0.52
chr19	7422572	7422642	Mir6991	4	4	8	0	0.5
chr19	7425894	7483291	Rtn3	2927	2586	5513	5.635	0.53
chr19	7494025	7538609	Atl3	222	212	434	0.478	0.51
chr19	7557432	7588545	Pla2g16	290	290	580	-0.287	0.5
chr19	7596655	7607237	Lgals12	6	12	18	-0.925	0.33
chr19	7864387	7966595	Slc22a27	34	0	34	10.235	1
chr19	8062208	8131982	Slc22a28	3	0	3	0	1
chr19	8160167	8253522	Slc22a29	2	0	2	0	1
chr19	8251311	8289649	Gm41804	14	0	14	4.214	1
chr19	8591253	8611835	Slc22a8	109	88	197	1.114	0.55
chr19	8611931	8621184	Gm36394	15	16	31	-0.301	0.48
chr19	8617995	8628299	Slc22a6	61	40	101	1.638	0.6
chr19	8651795	8663335	9830166K06Rik	19	9	28	1.361	0.68
chr19	8664004	8683606	Chrm1	416	378	794	1.024	0.52
chr19	8706881	8723369	Slc3a2	807	750	1557	1.108	0.52
chr19	8723486	8726326	Snhg1	22	16	38	0.68	0.58
chr19	8735803	8740624	Wdr74	86	80	166	0.457	0.52
chr19	8740717	8741225	1700092M07Rik	0	1	1	0	0
chr19	8741423	8755642	Stx5a	175	181	356	-0.403	0.49
chr19	8754788	8756969	LOC102640359	8	16	24	-1.12	0.33
chr19	8757102	8770910	Nxf1	439	392	831	1.258	0.53
chr19	8770995	8772475	Tmem223	22	11	33	1.397	0.67
chr19	8772521	8774467	Tmem179b	70	45	115	1.907	0.61
chr19	8774353	8786417	Taf6l	67	37	104	2.674	0.64
chr19	8774484	8776962	Gm2518	10	10	20	-0.231	0.5
chr19	8793128	8798557	Polr2g	118	86	204	1.828	0.58
chr19	8801978	8804854	Zbtb3	7	1	8	0	0.88
chr19	8809065	8819455	Ttc9c	244	213	457	1.096	0.53
chr19	8819400	8834142	Hnrnpul2	1131	901	2032	6.736	0.56
chr19	8836928	8839246	Gng3	1017	987	2004	0.587	0.51
chr19	8837466	8848683	Bscl2	1255	1215	2470	0.665	0.51
chr19	8850193	8853914	Lrrn4cl	5	0	5	0	1
chr19	8871509	8875664	Ubxn1	57	64	121	-0.533	0.47
chr19	8880013	8880933	Uqcc3	62	56	118	0.491	0.53
chr19	8883877	8890759	Lbhd1	65	37	102	2.443	0.64
chr19	8888386	8888770	5730408K05Rik	3	4	7	0	0.43
chr19	8888698	8888774	Mir5136	1	2	3	0	0.33
chr19	8888882	8890759	1810009A15Rik	62	33	95	2.718	0.65
chr19	8892986	8897890	Ints5	50	48	98	0.337	0.51
chr19	8898056	8916742	Ganab	158	160	318	-0.321	0.5
chr19	8918936	8921842	Gm36629	8	10	18	-0.39	0.44
chr19	8920392	8927236	B3gat3	486	469	955	0.52	0.51
chr19	8927381	8929356	Rom1	4	10	14	-1.047	0.29
chr19	8929693	8941582	Eml3	73	88	161	-0.87	0.45
chr19	8936754	8940896	LOC102640526	33	40	73	-0.617	0.45
chr19	8941919	8952300	Mta2	142	148	290	-0.415	0.49
chr19	8953849	8966210	Tut1	114	100	214	0.728	0.53
chr19	8967040	8978180	Eef1g	339	132	471	21.622	0.72
chr19	8989120	9076935	Ahnak	147	106	253	2.231	0.58
chr19	9083641	9087956	Scgb1a1	4	3	7	0	0.57
chr19	9111718	9135566	Asrgl1	637	545	1182	2.393	0.54
chr19	9872296	9899546	Incenp	67	66	133	0.301	0.5
chr19	9924509	9947628	Gm36913	1	0	1	0	1
chr19	9970120	9971605	Gm41806	2	0	2	0	1
chr19	9980599	9985111	Fth1	41	38	79	0.386	0.52
chr19	9985171	10001633	Best1	3	1	4	0	0.75
chr19	10001673	10038380	Rab3il1	15	5	20	1.684	0.75
chr19	10040854	10059671	Fads3	94	79	173	0.843	0.54
chr19	10064163	10101503	Fads2	333	284	617	1.575	0.54
chr19	10182887	10196874	Fads1	993	884	1877	2.199	0.53
chr19	10199131	10204187	Fen1	40	35	75	0.492	0.53
chr19	10204201	10207824	Tmem258	221	161	382	2.904	0.58
chr19	10208270	10240781	Myrf	425	372	797	1.485	0.53
chr19	10245264	10304877	Dagla	394	340	734	1.599	0.54
chr19	10290222	10296440	Gm30042	9	9	18	-0.227	0.5
chr19	10388780	10453181	Syt7	2334	2274	4608	0.716	0.51
chr19	10455370	10457447	Lrrc10b	190	170	360	0.8	0.53
chr19	10474234	10491452	Ppp1r32	14	35	49	-2.721	0.29
chr19	10500511	10525209	Sdhaf2	220	228	448	-0.431	0.49
chr19	10525243	10547735	Cpsf7	480	377	857	3.614	0.56
chr19	10539402	10556303	Tmem216	386	312	698	2.546	0.55
chr19	10570477	10577386	Tmem138	70	33	103	3.768	0.68
chr19	10577156	10595300	Cyb561a3	118	136	254	-0.845	0.46
chr19	10592196	10605482	Tkfc	81	120	201	-2.443	0.4
chr19	10605491	10629822	Ddb1	549	532	1081	0.504	0.51
chr19	10634227	10666213	Vwce	13	11	24	0.377	0.54
chr19	10645693	10648053	4930524O05Rik	0	3	3	0	0
chr19	10688727	10714628	Vps37c	180	102	282	5.703	0.64
chr19	10718106	10739026	Cd5	2	2	4	0	0.5
chr19	10740946	10786043	A430093F15Rik	0	6	6	0	0
chr19	10789338	10830063	Cd6	12	2	14	2.189	0.86
chr19	10842543	10857915	Slc15a3	3	8	11	-0.946	0.27
chr19	10857828	10869935	Tmem132a	1190	1416	2606	-5.287	0.46
chr19	10870656	10881743	Tmem109	137	132	269	0.394	0.51
chr19	10895230	10909559	Prpf19	665	528	1193	4.393	0.56
chr19	10914295	10920601	Zp1	2	0	2	0	1
chr19	10927860	10942511	Ptgdr2	5	4	9	0	0.56
chr19	10941480	10949266	Ccdc86	61	43	104	1.323	0.59
chr19	10978302	10993518	Ms4a15	1	0	1	0	1
chr19	11047611	11050566	AW112010	6	5	11	0.301	0.55
chr19	11067470	11081103	Ms4a8a	0	4	4	0	0
chr19	11301248	11315875	Ms4a14	1	0	1	0	1
chr19	11321038	11336146	Ms4a7	4	0	4	0	1
chr19	11375487	11392915	Ms4a4a	2	3	5	0	0.4
chr19	11469040	11487069	Ms4a6c	2	9	11	-1.485	0.18
chr19	11475336	11480305	BE692007	0	1	1	0	0
chr19	11491754	11512577	Gm8369	0	3	3	0	0
chr19	11518558	11530403	Ms4a6b	9	14	23	-0.694	0.39
chr19	11536848	11558466	Ms4a4d	1	0	1	0	1
chr19	11586605	11604804	Ms4a6d	1	2	3	0	0.33
chr19	11747542	11763447	Gif	4	0	4	0	1
chr19	11770414	11774956	Mrpl16	36	39	75	-0.389	0.48
chr19	11775117	11819886	Stx3	424	400	824	0.675	0.51
chr19	11828076	11829024	Olfr1417	2	0	2	0	1
chr19	11895521	11912231	Gm31092	5	18	23	-2.275	0.22
chr19	11912398	11945096	Patl1	78	92	170	-0.798	0.46
chr19	11965843	11994114	Osbp	250	227	477	0.804	0.52
chr19	12010114	12018404	Gm31151	0	2	2	0	0
chr19	12427904	12432110	Pfpl	0	2	2	0	0
chr19	12460708	12465285	Mpeg1	41	123	164	-10.29	0.25
chr19	12466328	12502201	Dtx4	371	360	731	0.449	0.51
chr19	12517920	12524338	Gm31208	1	0	1	0	1
chr19	12573071	12589769	Fam111a	15	17	32	-0.367	0.47
chr19	12585867	12596566	A330040F15Rik	25	26	51	-0.301	0.49
chr19	12599983	12627616	Gm4952	1	0	1	0	1
chr19	12633307	12651737	Glyat	5	11	16	-0.979	0.31
chr19	12695789	12719902	Keg1	6	1	7	0	0.86
chr19	12763527	12765632	Cntf	3	11	14	-1.542	0.21
chr19	12763527	12796123	Gm44505	275	282	557	-0.398	0.49
chr19	12766938	12796123	Zfp91	270	268	538	0.316	0.5
chr19	12796196	12833808	Lpxn	12	16	28	-0.544	0.43
chr19	14397486	14435950	Gm8630	0	4	4	0	0
chr19	14448071	14598183	Tle4	132	152	284	-0.887	0.46
chr19	14564457	14566993	Gm31441	0	1	1	0	0
chr19	15290166	15340387	LOC108168406	1	0	1	0	1
chr19	15599130	15632101	Gm31594	3	2	5	0	0.6
chr19	15636547	15662923	LOC108168427	6	10	16	-0.643	0.38
chr19	15659945	15664346	Gm31733	2	3	5	0	0.4
chr19	15905122	15925059	Psat1	867	989	1856	-2.605	0.47
chr19	15955769	15985016	Cep78	205	152	357	2.534	0.57
chr19	15985074	16010912	C130060C02Rik	41	33	74	0.682	0.55
chr19	16064112	16090591	Gm32026	5	4	9	0	0.56
chr19	16132830	16387453	Gnaq	984	797	1781	5.289	0.55
chr19	16164097	16170458	E030024N20Rik	1	1	2	0	0.5
chr19	16435666	16610818	Gna14	3	1	4	0	0.75
chr19	16615365	16781878	Vps13a	375	381	756	-0.369	0.5
chr19	16955669	17223932	Prune2	2301	2090	4391	3.117	0.52
chr19	17326140	17372844	Gcnt1	105	121	226	-0.798	0.46
chr19	17394042	17401349	Rfk	290	407	697	-5.274	0.42
chr19	17432313	17837632	Pcsk5	135	97	232	2.126	0.58
chr19	17573783	17580645	Gm41812	0	3	3	0	0
chr19	18580363	18631813	Ostf1	118	140	258	-1.02	0.46
chr19	18632015	18652428	Nmrk1	96	141	237	-2.681	0.41
chr19	18670733	18707201	Carnmt1	72	37	109	3.287	0.66
chr19	18712848	18718429	D030056L22Rik	68	41	109	2.207	0.62
chr19	18730176	18892521	Trpm6	13	16	29	-0.449	0.45
chr19	18930608	19111196	Rorb	174	228	402	-2.391	0.43
chr19	20005939	20028686	Gm3728	1	1	2	0	0.5
chr19	20123492	20283256	Gm32629	11	0	11	3.311	1
chr19	20373433	20390671	Anxa1	10	12	22	-0.381	0.45
chr19	20405287	20422785	1500015L24Rik	10	17	27	-0.907	0.37
chr19	20424650	20435261	Gm32689	2	7	9	0	0.22
chr19	20437753	20441386	Gm41816	6	1	7	0	0.86
chr19	20492714	20556410	E030003E18Rik	160	92	252	4.961	0.63
chr19	20534526	20552330	C730002L08Rik	49	31	80	1.548	0.61
chr19	20601981	20643462	Aldh1a1	832	547	1379	14.082	0.6
chr19	20692952	20727556	Aldh1a7	7	2	9	0	0.78
chr19	20783455	21037147	Tmc1	14	18	32	-0.525	0.44
chr19	20941768	20954762	Gm32750	2	0	2	0	1
chr19	21138694	21146597	Gm32979	0	1	1	0	0
chr19	21165086	21210686	LOC105242408	2	0	2	0	1
chr19	21271890	21286840	Zfand5	322	306	628	0.561	0.51
chr19	21391306	21472661	Gda	1685	1458	3143	4.56	0.54
chr19	21577759	21596179	Gm38486	12	24	36	-1.486	0.33
chr19	21597312	21652791	1110059E24Rik	28	48	76	-1.844	0.37
chr19	21653226	21685638	Abhd17b	91	96	187	-0.415	0.49
chr19	21713817	21732331	Gm41818	2	2	4	0	0.5
chr19	21777510	21858360	Tmem2	205	171	376	1.353	0.55
chr19	22137797	22989897	Trpm3	302	262	564	1.299	0.54
chr19	22436275	22455241	Gm27151	13	13	26	-0.238	0.5
chr19	22509994	22517465	Gm33649	1	9	10	-1.969	0.1
chr19	22978819	23075906	C330002G04Rik	143	123	266	0.914	0.54
chr19	23141225	23166911	Klf9	177	185	362	-0.448	0.49
chr19	23206440	23273914	Smc5	222	235	457	-0.542	0.49
chr19	23299929	23309919	Gm41821	5	9	14	-0.674	0.36
chr19	23302608	23448498	Mamdc2	24	18	42	0.657	0.57
chr19	23496763	23523052	Gm34012	0	1	1	0	0
chr19	23558759	23652812	1700028P14Rik	5	6	11	-0.301	0.45
chr19	23686897	23732885	Ptar1	54	55	109	-0.301	0.5
chr19	23758805	23949598	Apba1	2231	2128	4359	1.213	0.51
chr19	23905121	23917546	Gm34076	196	153	349	1.913	0.56
chr19	23972749	24031272	Fam189a2	121	105	226	0.798	0.54
chr19	24080930	24090765	Gm41824	2	0	2	0	1
chr19	24094501	24225130	Tjp2	377	276	653	4.355	0.58
chr19	24261452	24280586	Fxn	64	72	136	-0.562	0.47
chr19	24294793	24555827	Pip5k1b	261	252	513	0.441	0.51
chr19	24413788	24430694	LOC102637283	2	3	5	0	0.4
chr19	24674007	24679661	Tmem252	17	14	31	0.444	0.55
chr19	24678260	24861842	Pgm5	48	44	92	0.423	0.52
chr19	24706835	24713712	Gm38581	3	4	7	0	0.43
chr19	24919915	24961616	Cbwd1	59	36	95	1.93	0.62
chr19	24999510	25202432	Dock8	45	51	96	-0.516	0.47
chr19	25092865	25097404	Gm34235	2	0	2	0	1
chr19	25153230	25155877	Gm34186	0	1	1	0	0
chr19	25236731	25434497	Kank1	187	228	415	-1.607	0.45
chr19	25505617	25604328	Dmrt1	2	0	2	0	1
chr19	25610245	25623921	Dmrt3	1	0	1	0	1
chr19	25672388	25679013	Dmrt2	6	8	14	-0.403	0.43
chr19	25775486	25946975	Gm34516	5	2	7	0	0.71
chr19	26482314	26509084	Gm34808	4	19	23	-2.886	0.17
chr19	26510338	26527796	Gm41828	10	1	11	2.232	0.91
chr19	26605087	26778321	Smarca2	1486	1241	2727	5.834	0.54
chr19	26768800	26823907	4931403E22Rik	681	559	1240	3.534	0.55
chr19	26823865	26872509	LOC108168409	4	1	5	0	0.8
chr19	27101950	27316698	Gm35438	737	653	1390	1.887	0.53
chr19	27216488	27254231	Vldlr	673	631	1304	0.892	0.52
chr19	27312631	27321729	Gm35268	1	3	4	0	0.25
chr19	27322060	27337179	Kcnv2	1	14	15	-3.311	0.07
chr19	27344724	27356409	Gm35554	0	3	3	0	0
chr19	27388697	27429908	Pum3	153	126	279	1.224	0.55
chr19	27430036	27432631	C030016D13Rik	2	2	4	0	0.5
